sku,qty
3654efe1,67.19736105933445
3654efe1,67.34664903159457
3654efe1,67.49593700385468
3654efe1,67.6452249761148
3654efea,5.698974634530121
3654efea,5.68301238398077
3654efea,5.6670501334314185
3654efea,5.651087882882068
3654fbc4,62.93594771178522
3654fbc4,63.43053236116042
3654fbc4,63.92511701053563
3654fbc4,64.41970165991083
366cd2c2,4.3810431127387375
366cd2c2,4.1828309521183265
366cd2c2,3.9846187914979154
366cd2c2,3.7864066308775044
366cd2c6,14.168947509952133
366cd2c6,13.715793919072325
366cd2c6,13.262640328192518
366cd2c6,12.80948673731271
366cd5ed,30.605432979239517
366cd5ed,30.77037579097209
366cd5ed,30.935318602704662
366cd5ed,31.100261414437227
366cd5f8,225.96781106968035
366cd5f8,227.6105358941479
366cd5f8,229.25326071861545
366cd5f8,230.89598554308301
366cd5fb,98.94420440524068
366cd5fb,99.38955394398484
366cd5fb,99.83490348272898
366cd5fb,100.28025302147313
366cd5ff,46.98522144554883
366cd5ff,47.28277714609921
366cd5ff,47.58033284664958
366cd5ff,47.877888547199944
366e97ce,2.30481249074528
366e97ce,2.287131631873359
366e97ce,2.2694507730014375
366e97ce,2.2517699141295164
366e97d0,3.4289652790145997
366e97d0,3.423060722223521
366e97d0,3.4171561654324423
366e97d0,3.4112516086413636
367fb4f4,91.86960285612615
367fb4f4,91.89801676873545
367fb4f4,91.92643068134474
367fb4f4,91.95484459395402
367fb4f5,29.92133091440327
367fb4f5,29.889709405120218
367fb4f5,29.858087895837166
367fb4f5,29.826466386554117
367fb534,111.10233350312176
367fb534,111.10346023312633
367fb534,111.1045869631309
367fb534,111.10571369313547
367fb535,45.16261041039924
367fb535,45.414318878636074
367fb535,45.66602734687291
367fb535,45.91773581510974
367fb53c,34.74288320352611
367fb53c,34.82756968842029
367fb53c,34.91225617331447
367fb53c,34.996942658208646
367fb590,9.630566044406432
367fb590,9.633852885093518
367fb590,9.637139725780603
367fb590,9.640426566467687
367fb596,33.195262878847224
367fb596,33.30235858999656
367fb596,33.4094543011459
367fb596,33.516550012295234
367fb5ec,8.986578037676079
367fb5ec,9.000758175724116
367fb5ec,9.01493831377215
367fb5ec,9.029118451820185
367fb6ac,318.6254216005499
367fb6ac,320.7316122712109
367fb6ac,322.8378029418719
367fb6ac,324.94399361253295
367fb6ae,61.584142613071634
367fb6ae,62.00688369557756
367fb6ae,62.429624778083465
367fb6ae,62.85236586058937
367fb710,31.423824770116692
367fb710,31.555612770526896
367fb710,31.6874007709371
367fb710,31.819188771347303
367fb713,109.66382146959445
367fb713,110.23781437141336
367fb713,110.81180727323228
367fb713,111.38580017505119
367fb715,32.29084665659882
367fb715,32.48670092946145
367fb715,32.682555202324075
367fb715,32.8784094751867
3682977c,10.275127768107197
3682977c,10.239717741178762
3682977c,10.204307714250326
3682977c,10.168897687321891
36829785,6.093374631430588
36829785,6.0588988242222515
36829785,6.024423017013916
36829785,5.98994720980558
368297ee,2.1213328758288084
368297ee,2.1178214398098434
368297ee,2.1143100037908784
368297ee,2.110798567771914
368297f2,63.16210740160878
368297f2,63.2821307232006
368297f2,63.402154044792425
368297f2,63.52217736638424
3682a1b2,77.76988876416752
3682a1b2,77.71676730676539
3682a1b2,77.66364584936325
3682a1b2,77.61052439196112
3682a1b3,24.10126549480773
3682a1b3,24.067888751817797
3682a1b3,24.034512008827868
3682a1b3,24.001135265837934
3682a410,3.128214815809425
3682a410,3.0059727829201925
3682a410,2.8837307500309635
3682a410,2.761488717141731
3682a6a9,9.752611874203852
3682a6a9,9.763261748969253
3682a6a9,9.773911623734655
3682a6a9,9.784561498500056
3682a769,12.680410528787009
3682a769,12.709562579100236
3682a769,12.738714629413465
3682a769,12.767866679726694
3682a76d,11.54412838183967
3682a76d,11.557359710551706
3682a76d,11.570591039263743
3682a76d,11.583822367975781
3682a95f,2.464992428534188
3682a95f,2.3421304883138383
3682a95f,2.2192685480934884
3682a95f,2.0964066078731385
3682a963,10.110146151628605
3682a963,10.05934062927132
3682a963,10.008535106914035
3682a963,9.95772958455675
3682a964,9.53205380989355
3682a964,9.563968382788904
3682a964,9.595882955684253
3682a964,9.627797528579604
3682a966,6.202233325128443
3682a966,6.026923350274643
3682a966,5.851613375420847
3682a966,5.6763034005670505
3682ac27,33.754092508335155
3682ac27,33.91647608350297
3682ac27,34.078859658670794
3682ac27,34.24124323383861
3682ad56,14.893493503504352
3682ad56,14.945343000659014
3682ad56,14.997192497813677
3682ad56,15.049041994968338
3682ad57,22.043228365990867
3682ad57,22.161013422567702
3682ad57,22.278798479144537
3682ad57,22.396583535721373
3682ad58,13.712815458067325
3682ad58,13.76272235694579
3682ad58,13.812629255824254
3682ad58,13.862536154702717
3682ad61,43.2031153007053
3682ad61,43.35606635623677
3682ad61,43.509017411768234
3682ad61,43.6619684672997
3683bdf6,102.76788217740997
3683bdf6,103.54388144805026
3683bdf6,104.31988071869054
3683bdf6,105.09587998933083
3683c1f1,27.79178559826929
3683c1f1,27.981073091069828
3683c1f1,28.170360583870366
3683c1f1,28.359648076670908
3683c36e,42.3917833099395
3683c36e,42.6316090505986
3683c36e,42.87143479125771
3683c36e,43.11126053191681
3683c7c4,10.74363290395468
3683c7c4,10.794836280899867
3683c7c4,10.846039657845054
3683c7c4,10.89724303479024
3683c7d0,27.821171264050374
3683c7d0,27.884244655629974
3683c7d0,27.947318047209574
3683c7d0,28.010391438789174
368853c2,23.76716625708792
368853c2,23.782988786336468
368853c2,23.798811315585013
368853c2,23.814633844833562
36887060,19.265663768801687
36887060,19.313464435662155
36887060,19.361265102522626
36887060,19.409065769383094
36887084,11.568730288127355
36887084,11.6166703735995
36887084,11.664610459071646
36887084,11.712550544543792
3688709a,21.439209913577407
3688709a,21.559335241404867
3688709a,21.679460569232326
3688709a,21.799585897059785
368870b6,58.13013997919194
368870b6,58.30507201640236
368870b6,58.48000405361279
368870b6,58.654936090823206
368870ef,27.11366618401877
368870ef,27.30632732874788
368870ef,27.498988473476988
368870ef,27.6916496182061
36887303,3.5586316707991807
36887303,3.517625103534816
36887303,3.4766185362704514
36887303,3.4356119690060867
36887369,44.5060744864667
36887369,44.64869706254731
36887369,44.791319638627925
36887369,44.93394221470854
36887497,8.089655308519527
36887497,8.072874526034234
36887497,8.05609374354894
36887497,8.039312961063647
369a87ae,65.07380559778743
369a87ae,65.39224606107614
369a87ae,65.71068652436485
369a87ae,66.02912698765356
369a896c,44.88769767264752
369a896c,45.052809384912685
369a896c,45.21792109717785
369a896c,45.38303280944302
369a89ba,1.9059932325975852
369a89ba,1.8748707366085187
369a89ba,1.843748240619452
369a89ba,1.8126257446303864
369a89c3,4.716349293081656
369a89c3,4.57790485609009
369a89c3,4.439460419098523
369a89c3,4.301015982106957
369a89c7,3.544835160950101
369a89c7,3.4989648031872935
369a89c7,3.453094445424486
369a89c7,3.407224087661678
369a8aaa,50.2310232381707
369a8aaa,50.462485859877454
369a8aaa,50.693948481584215
369a8aaa,50.92541110329097
369a8aab,30.142527834384005
369a8aab,30.260802218202777
369a8aab,30.37907660202155
369a8aab,30.49735098584032
369a8b11,85.05734409179277
369a8b11,85.64062307224864
369a8b11,86.22390205270449
369a8b11,86.80718103316033
36d9c3cc,12.409037679832148
36d9c3cc,12.447531987884199
36d9c3cc,12.48602629593625
36d9c3cc,12.524520603988302
36d9c3e4,32.6324349076114
36d9c3e4,32.58899556729934
36d9c3e4,32.545556226987294
36d9c3e4,32.50211688667524
36d9c3e5,23.632723854651587
36d9c3e5,23.628462899817528
36d9c3e5,23.624201944983465
36d9c3e5,23.619940990149406
36d9c3e9,8.171866583350477
36d9c3e9,8.210676656699317
36d9c3e9,8.249486730048156
36d9c3e9,8.288296803396996
36d9c3ea,4.590138884668056
36d9c3ea,4.602471226674321
36d9c3ea,4.6148035686805855
36d9c3ea,4.62713591068685
36d9c502,14.228229175381593
36d9c502,14.188323851697342
36d9c502,14.148418528013092
36d9c502,14.108513204328844
36d9c504,68.22336211584057
36d9c504,68.29254443990948
36d9c504,68.3617267639784
36d9c504,68.4309090880473
36d9c505,78.69834201425569
36d9c505,78.9740382325425
36d9c505,79.2497344508293
36d9c505,79.5254306691161
36d9c506,26.384458475228946
36d9c506,26.204332837447822
36d9c506,26.024207199666698
36d9c506,25.844081561885574
36dc3ea3,15.791533094999942
36dc3ea3,15.433070106797189
36dc3ea3,15.074607118594443
36dc3ea3,14.71614413039169
36dc3ea4,124.82484808940805
36dc3ea4,125.5945082022094
36dc3ea4,126.36416831501074
36dc3ea4,127.13382842781209
36dc3ea5,44.59920054958659
36dc3ea5,44.69438556468291
36dc3ea5,44.78957057977923
36dc3ea5,44.88475559487554
36dc3f51,18.366232957542763
36dc3f51,18.40158087266244
36dc3f51,18.43692878778211
36dc3f51,18.472276702901784
36dcbe15,28.289216736190323
36dcbe15,28.082737287995023
36dcbe15,27.87625783979972
36dcbe15,27.669778391604424
36dd64e5,6.563845309390054
36dd64e5,6.4393736078570285
36dd64e5,6.314901906324007
36dd64e5,6.190430204790982
36dd64f9,10.030818353954732
36dd64f9,9.924758384458531
36dd64f9,9.81869841496233
36dd64f9,9.71263844546613
36dd64fb,35.06816498591466
36dd64fb,35.249072227558294
36dd64fb,35.429979469201925
36dd64fb,35.610886710845556
36dd6502,47.405774569972586
36dd6502,47.42608464713531
36dd6502,47.44639472429803
36dd6502,47.46670480146076
36dd8d30,47.10409012919861
36dd8d30,47.22774759698129
36dd8d30,47.351405064763966
36dd8d30,47.475062532546644
36dd8d42,46.40832466532571
36dd8d42,46.54310159978468
36dd8d42,46.67787853424364
36dd8d42,46.8126554687026
36de16fe,2.1387018438247605
36de16fe,2.085475292757897
36de16fe,2.032248741691033
36de16fe,1.9790221906241694
36de171d,114.5362312225287
36de171d,114.1927015234586
36de171d,113.84917182438849
36de171d,113.50564212531839
36de172b,37.00347251019731
36de172b,36.86525993307666
36de172b,36.72704735595601
36de172b,36.58883477883536
36df26eb,18.79863914600985
36df26eb,18.625874302407507
36df26eb,18.453109458805162
36df26eb,18.280344615202818
36e0595d,5.4200637366439945
36e0595d,5.400786253167492
36e0595d,5.3815087696909885
36e0595d,5.362231286214485
36e05983,115.20304265531493
36e05983,114.94450951588021
36e05983,114.6859763764455
36e05983,114.42744323701078
36e05993,40.47041534638714
36e05993,40.322005656896536
36e05993,40.173595967405944
36e05993,40.025186277915346
36e0f089,19.63336846141543
36e0f089,19.620343929914632
36e0f089,19.607319398413836
36e0f089,19.59429486691304
36e0f0a8,162.5574000892812
36e0f0a8,162.5203648033568
36e0f0a8,162.48332951743242
36e0f0a8,162.44629423150803
36e11329,25.354620834044148
36e11329,25.335591797802692
36e11329,25.31656276156124
36e11329,25.297533725319788
36e116f9,83.11348245171897
36e116f9,83.02793148667945
36e116f9,82.94238052163992
36e116f9,82.85682955660039
36ff8b61,10.052422669284644
36ff8b61,9.97186195826062
36ff8b61,9.891301247236598
36ff8b61,9.810740536212574
36ff8b66,10.317027449908277
36ff8b66,10.283356553625191
36ff8b66,10.249685657342106
36ff8b66,10.216014761059018
36ff8f6f,26.785167361055695
36ff8f6f,26.816873078453746
36ff8f6f,26.848578795851797
36ff8f6f,26.880284513249848
37008932,12.311738683876198
37008932,12.343489683567576
37008932,12.375240683258955
37008932,12.406991682950334
370a496b,26.122139602888815
370a496b,26.143160151969315
370a496b,26.164180701049812
370a496b,26.18520125013031
370a4970,52.99651247642204
370a4970,52.70968498658301
370a4970,52.42285749674398
370a4970,52.13603000690495
370cba4b,53.474524835582294
370cba4b,53.68093315183286
370cba4b,53.88734146808343
370cba4b,54.093749784333994
370cc602,4.262421847180977
370cc602,4.28705450668392
370cc602,4.311687166186863
370cc602,4.336319825689807
370ccdd0,4.9690235212455685
370ccdd0,4.969419559698711
370ccdd0,4.969815598151853
370ccdd0,4.970211636604995
37115dd0,14.674800609591687
37115dd0,14.737771510633046
37115dd0,14.800742411674406
37115dd0,14.863713312715765
371161b9,22.417206472365265
371161b9,22.498569793877177
371161b9,22.57993311538909
371161b9,22.661296436900997
37232c76,67.10599477025835
37232c76,67.35308202306273
37232c76,67.60016927586712
37232c76,67.8472565286715
37232cac,3.624001383168231
37232cac,3.6356760422403873
37232cac,3.6473507013125435
37232cac,3.6590253603846996
37232cae,3.4949265064747017
37232cae,3.509713233532289
37232cae,3.5244999605898757
37232cae,3.5392866876474622
37232d73,3.933727184353055
37232d73,3.9506116075952686
37232d73,3.9674960308374834
37232d73,3.984380454079698
37232e7e,11.742327890054593
37232e7e,11.779060607928105
37232e7e,11.815793325801621
37232e7e,11.852526043675136
37232f55,2.1811441261540474
37232f55,2.180600738634114
37232f55,2.1800573511141805
37232f55,2.1795139635942467
3723316e,32.01656096964161
3723316e,32.19261289608234
3723316e,32.36866482252307
3723316e,32.5447167489638
37233241,5.9378990275082675
37233241,5.937792057170954
37233241,5.937685086833641
37233241,5.937578116496328
37233265,7.472781285675701
37233265,7.410726019242073
37233265,7.348670752808445
37233265,7.286615486374815
37233266,5.487585144937853
37233266,5.336307839200405
37233266,5.185030533462957
37233266,5.033753227725509
37233269,5.219479280263373
37233269,5.237674286885606
37233269,5.255869293507839
37233269,5.274064300130071
3723326a,5.277380198973302
3723326a,5.2478805404671744
3723326a,5.218380881961047
3723326a,5.18888122345492
37233270,11.126720742280913
37233270,11.141620432920519
37233270,11.156520123560123
37233270,11.171419814199728
3723327f,2.914916629123134
3723327f,2.7134552218051518
3723327f,2.5119938144871696
3723327f,2.3105324071691875
37233280,-1.4635829263476197
37233280,-1.7793988932959053
37233280,-2.095214860244191
37233280,-2.4110308271924765
372336ad,10.551734233135283
372336ad,10.561674967815067
372336ad,10.57161570249485
372336ad,10.581556437174633
372336b0,10.525370857744708
372336b0,10.45063981822186
372336b0,10.375908778699015
372336b0,10.30117773917617
372336cd,4.875770934070798
372336cd,4.881936227275463
372336cd,4.888101520480128
372336cd,4.894266813684794
372336ef,4.026080663746402
372336ef,4.034393112538969
372336ef,4.042705561331536
372336ef,4.0510180101241025
3723384f,19.05328593867349
3723384f,18.91252907783094
3723384f,18.771772216988392
3723384f,18.631015356145845
3.72E+13,56.7349103719335
3.72E+13,56.909206459289095
3.72E+13,57.083502546644695
3.72E+13,57.257798634000295
372a026b,2.6399687188949086
372a026b,2.6101836245424694
372a026b,2.580398530190031
372a026b,2.550613435837593
372a0648,5.573035253960413
372a0648,5.465528733128558
372a0648,5.3580222122967065
372a0648,5.250515691464855
372a0649,4.5150424993695
372a0649,4.512546040529591
372a0649,4.510049581689682
372a0649,4.507553122849773
372a064b,73.21547300806037
372a064b,73.17600046928922
372a064b,73.13652793051807
372a064b,73.09705539174692
372a064c,21.27813080746924
372a064c,20.607791593451196
372a064c,19.937452379433154
372a064c,19.26711316541511
372a0661,41.41058308943652
372a0661,41.44271783840251
372a0661,41.47485258736849
372a0661,41.506987336334475
372a0e18,2.792876974183887
372a0e18,2.6540286893597163
372a0e18,2.5151804045355455
372a0e18,2.376332119711371
372a0e1c,2.5934022972167488
372a0e1c,2.588133387591368
372a0e1c,2.5828644779659866
372a0e1c,2.5775955683406058
372a0e26,54.988222729313954
372a0e26,54.758405041396365
372a0e26,54.528587353478784
372a0e26,54.2987696655612
372a0e29,117.43086168693009
372a0e29,117.62175203973122
372a0e29,117.81264239253235
372a0e29,118.00353274533347
372a0e31,0.917492392514184
372a0e31,0.8958889247138297
372a0e31,0.874285456913475
372a0e31,0.8526819891131208
372a0e32,23.72082836570028
372a0e32,23.743127776340337
372a0e32,23.765427186980393
372a0e32,23.78772659762045
372a0e39,3.6414695121220326
372a0e39,3.580104982275129
372a0e39,3.5187404524282258
372a0e39,3.4573759225813223
372a0e3b,22.85941101054702
372a0e3b,22.820806886879865
372a0e3b,22.782202763212712
372a0e3b,22.74359863954556
372a0e3c,70.98294588923346
372a0e3c,70.70860208596396
372a0e3c,70.43425828269446
372a0e3c,70.15991447942496
372a0e3d,0.30924392009539714
372a0e3d,0.28494185765644175
372a0e3d,0.2606397952174868
372a0e3d,0.23633773277853143
372a0e72,57.387341044318646
372a0e72,57.81490826279567
372a0e72,58.24247548127268
372a0e72,58.6700426997497
372a15ea,22.224640311484066
372a15ea,22.278887045982962
372a15ea,22.33313378048186
372a15ea,22.387380514980755
372a2d58,0.6008146696226868
372a2d58,0.5663355933717842
372a2d58,0.5318565171208824
372a2d58,0.4973774408699807
372a2d5b,2.2029755794045007
372a2d5b,2.1745053666176775
372a2d5b,2.1460351538308533
372a2d5b,2.11756494104403
372a2d6b,3.753755615337332
372a2d6b,3.7453812363494787
372a2d6b,3.737006857361625
372a2d6b,3.7286324783737714
372a3143,8.831140693659354
372a3143,8.656404677927267
372a3143,8.481668662195183
372a3143,8.306932646463096
372a3910,1.7804969889091073
372a3910,1.767883811931255
372a3910,1.7552706349534024
372a3910,1.74265745797555
372a40ed,10.808412009300064
372a40ed,10.836930107506703
372a40ed,10.865448205713342
372a40ed,10.893966303919981
372aa960,6.329693779096749
372aa960,6.316721310125715
372aa960,6.303748841154679
372aa960,6.290776372183644
372b42b7,17.963027976103056
372b42b7,18.08794759700551
372b42b7,18.212867217907963
372b42b7,18.337786838810416
372b42b9,28.962471936177646
372b42b9,28.825322948109772
372b42b9,28.688173960041897
372b42b9,28.551024971974027
372b42c7,9.199412988923152
372b42c7,9.25891495149891
372b42c7,9.31841691407467
372b42c7,9.377918876650428
37318894,6.931464946359245
37318894,6.801888634858717
37318894,6.672312323358188
37318894,6.542736011857659
379ca2fe,21.34473228296978
379ca2fe,21.401631724435696
379ca2fe,21.45853116590161
379ca2fe,21.515430607367527
379ca305,19.680277769336115
379ca305,19.704942453348643
379ca305,19.72960713736117
379ca305,19.754271821373703
379ca308,39.78873860844607
379ca308,39.90900735038167
379ca308,40.029276092317275
379ca308,40.14954483425288
379ca3eb,25.518199910186084
379ca3eb,25.630178178559703
379ca3eb,25.74215644693333
379ca3eb,25.854134715306955
379ca4f8,76.06647543574825
379ca4f8,76.39478901296587
379ca4f8,76.7231025901835
379ca4f8,77.05141616740113
379ca4fa,12.160117704904494
379ca4fa,12.212431829868368
379ca4fa,12.264745954832243
379ca4fa,12.317060079796118
379ca654,14.639162233986204
379ca654,14.656216768517524
379ca654,14.673271303048844
379ca654,14.690325837580165
379ca658,17.637420802903492
379ca658,17.635513377103795
379ca658,17.6336059513041
379ca658,17.631698525504405
379ca75a,19.931657759332843
379ca75a,20.006729081971727
379ca75a,20.08180040461061
379ca75a,20.156871727249495
379ca765,17.92696371689656
379ca765,17.856140878299723
379ca765,17.785318039702886
379ca765,17.714495201106054
379ca7b7,47.519588526822915
379ca7b7,47.662087181975124
379ca7b7,47.804585837127334
379ca7b7,47.947084492279544
379ca7c0,34.249085243190734
379ca7c0,34.196391969826976
379ca7c0,34.14369869646322
379ca7c0,34.09100542309946
379cac6f,12.26098661641866
379cac6f,12.266063197373047
379cac6f,12.271139778327436
379cac6f,12.276216359281824
379cae3d,18.59445474730967
379cae3d,18.663063112256864
379cae3d,18.73167147720406
379cae3d,18.800279842151255
379cb225,19.311213578779505
379cb225,19.32361965585699
379cb225,19.336025732934477
379cb225,19.348431810011963
379cd4fe,3.22051229771437
379cd4fe,3.210012556755724
379cd4fe,3.1995128157970787
379cd4fe,3.1890130748384333
379cdcc9,2.2062135660665634
379cdcc9,2.1661226334099295
379cdcc9,2.1260317007532965
379cdcc9,2.0859407680966626
379ce0a9,36.847416953908564
379ce0a9,36.808557723845574
379ce0a9,36.769698493782585
379ce0a9,36.7308392637196
379ce878,86.48788613900527
379ce878,86.55152501441104
379ce878,86.61516388981681
379ce878,86.67880276522257
379ce879,4.8819330793085465
379ce879,4.867245210519682
379ce879,4.852557341730817
379ce879,4.837869472941953
379cec60,28.391232294653577
379cec60,28.47495041649418
379cec60,28.558668538334786
379cec60,28.642386660175394
38074d73,3.938667070897905
38074d73,3.9364767518405617
38074d73,3.934286432783218
38074d73,3.932096113725874
38074d74,6.578607821317523
38074d74,6.553210992845761
38074d74,6.527814164373998
38074d74,6.502417335902235
38074d75,18.55572948745408
38074d75,18.625929331290706
38074d75,18.696129175127332
38074d75,18.766329018963958
38074d76,80.11603097308863
38074d76,80.43103137445442
38074d76,80.7460317758202
38074d76,81.06103217718598
38074d7b,16.18112209038564
38074d7b,16.18576183039263
38074d7b,16.19040157039962
38074d7b,16.195041310406612
38074d81,5.887712080649941
38074d81,5.549434824916737
38074d81,5.211157569183534
38074d81,4.872880313450331
38074d85,4.941520884520587
38074d85,4.946644261213936
38074d85,4.951767637907285
38074d85,4.956891014600634
38074d86,6.443148565029549
38074d86,6.315418233436034
38074d86,6.187687901842516
38074d86,6.059957570249001
38074d88,22.18046531551891
38074d88,22.232445029535796
38074d88,22.28442474355269
38074d88,22.336404457569582
38074d89,14.170776236578916
38074d89,14.216051446981155
38074d89,14.261326657383393
38074d89,14.30660186778563
38074d8a,10.943971637302393
38074d8a,10.90835723467573
38074d8a,10.872742832049067
38074d8a,10.837128429422403
38074dbc,35.21949762322444
38074dbc,35.26909238907564
38074dbc,35.31868715492683
38074dbc,35.368281920778024
38074dbd,11.333568139378414
38074dbd,11.37357649844133
38074dbd,11.41358485750425
38074dbd,11.453593216567167
38074dbe,46.152122232165226
38074dbe,46.37080005215938
38074dbe,46.58947787215355
38074dbe,46.80815569214772
38074dbf,12.317845194852492
38074dbf,12.306114719905406
38074dbf,12.294384244958318
38074dbf,12.282653770011231
38074dc0,36.63936552000357
38074dc0,36.8228899934486
38074dc0,37.00641446689362
38074dc0,37.189938940338635
38074dc2,4.592317883152068
38074dc2,4.592118653168991
38074dc2,4.591919423185914
38074dc2,4.591720193202836
380c297c,9.797458113575985
380c297c,9.65248897031092
380c297c,9.507519827045858
380c297c,9.362550683780793
3827a627,8.620651583142832
3827a627,8.563104205332682
3827a627,8.50555682752253
3827a627,8.44800944971238
3827a6bd,26.465245779333088
3827a6bd,26.3899349690573
3827a6bd,26.314624158781513
3827a6bd,26.23931334850573
3827a6be,18.315752402231716
3827a6be,18.224848077300507
3827a6be,18.133943752369298
3827a6be,18.043039427438092
3827a6bf,5.639597440412359
3827a6bf,4.80428520628692
3827a6bf,3.968972972161481
3827a6bf,3.133660738036042
3827a6c0,10.257706011127553
3827a6c0,9.712999250904929
3827a6c0,9.168292490682305
3827a6c0,8.623585730459666
3827a7c8,38.010845109252
3827a7c8,38.245634768761846
3827a7c8,38.48042442827169
3827a7c8,38.71521408778154
3827a7e8,2.5358061864572283
3827a7e8,2.54225104333915
3827a7e8,2.5486959002210714
3827a7e8,2.5551407571029934
382be6c1,1.6846967884320452
382be6c1,1.6699450522374844
382be6c1,1.6551933160429235
382be6c1,1.6404415798483627
382d42cc,4.359292356409425
382d42cc,4.348597380964172
382d42cc,4.337902405518919
382d42cc,4.327207430073666
382d4bdc,6.885577516929706
382d4bdc,6.9065229991068255
382d4bdc,6.927468481283945
382d4bdc,6.948413963461064
382d4bdd,53.626786486359194
382d4bdd,53.76907937344319
382d4bdd,53.91137226052719
382d4bdd,54.05366514761119
382d4ca4,2.7181556207130897
382d4ca4,2.7262656915556636
382d4ca4,2.734375762398238
382d4ca4,2.7424858332408117
382d4cc1,8.130477901332789
382d4cc1,8.154497252127571
382d4cc1,8.178516602922354
382d4cc1,8.202535953717138
382d4cc2,28.276904432204233
382d4cc2,28.39502620016541
382d4cc2,28.51314796812659
382d4cc2,28.631269736087773
38351194,17.630494004394322
38351194,17.650725685073276
38351194,17.670957365752226
38351194,17.69118904643118
38351198,5.6718104042485935
38351198,5.6524060334902515
38351198,5.63300166273191
38351198,5.613597291973569
3835119a,10.287964450736071
3835119a,10.233183288315386
3835119a,10.178402125894703
3835119a,10.123620963474018
